Year,Quarter,CountryOfAsylum,Reason_notmedical
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q3,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2021,Q4,Peru,whynotMedical_nomoney
2022,Q1,Peru,whynotMedical_nomoney
2022,Q1,Peru,whynotMedical_nomoney
2022,Q1,Peru,whynotMedical_nomoney
2022,Q1,Peru,whynotMedical_nomoney
2022,Q1,Peru,whynotMedical_nomoney
2022,Q1,Peru,whynotMedical_nomoney
2022,Q1,Peru,whynotMedical_nomoney
2022,Q1,Peru,whynotMedical_nomoney
2022,Q1,Peru,whynotMedical_nomoney
2022,Q1,Peru,whynotMedical_nomoney
2022,Q1,Peru,whynotMedical_nomoney
