"ID","Year","Quarter","CountryOfAsylum","nationality","ethnicity","intentionmove","TotalAdult","TotalMinor","AppliedRefugee","documentation_id","Childinschool","Childvirtualed","disabilityacc_disabilityserv","medicalReceived","RiskYes","RiskReturn_medical","RiskStay_medical"
40,2021,"Q3","Colombia","venezuela","","stay",0,0,"",1,"","",NA,"","StronglyDisagree",NA,NA
41,2021,"Q3","Colombia","","mixed","stay",0,0,"nointention",1,"yes","no",NA,"Agree","Agree",1,NA
42,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",1,"","",NA,"","Agree",1,NA
43,2021,"Q3","Colombia","venezuela","other","stay",0,0,"",1,"yes","yes",NA,"Agree","StronglyAgree",1,NA
44,2021,"Q3","Colombia","venezuela","","dontknow",0,0,"nointention",1,"","",NA,"","Agree",1,NA
45,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",0,"","",NA,"","Agree",0,NA
46,2021,"Q3","Colombia","venezuela","","stay",0,0,"",1,"","",NA,"Disagree","StronglyDisagree",NA,NA
47,2021,"Q3","Colombia","venezuela","other","stay",0,0,"",1,"yes","no",NA,"Agree","Disagree",NA,NA
48,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"","",NA,"StronglyAgree","Undecided",NA,NA
49,2021,"Q3","Colombia","venezuela","","relocate",0,0,"nointention",0,"","",NA,"","Agree",0,NA
50,2021,"Q3","Colombia","venezuela","mixed","relocate",0,0,"nointention",1,"","",NA,"Agree","Disagree",NA,NA
51,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",0,"","",NA,"Agree","Undecided",NA,NA
52,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"","",NA,"StronglyAgree","Agree",0,NA
53,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",1,"","",NA,"StronglyAgree","StronglyAgree",1,NA
54,2021,"Q3","Colombia","","","stay",0,0,"nointention",1,"","",NA,"StronglyAgree","Agree",0,NA
55,2021,"Q3","Colombia","","","stay",0,0,"nointention",1,"yes","yes",NA,"StronglyAgree","StronglyDisagree",NA,NA
56,2021,"Q3","Colombia","venezuela","other","dontknow",0,0,"nointention",1,"no","",NA,"Agree","Agree",0,NA
57,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"yes","yes",NA,"","Agree",1,NA
58,2021,"Q3","Colombia","venezuela","","stay",0,0,"",0,"","",NA,"Undecided","Undecided",NA,NA
59,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"",1,"yes","no",NA,"","Disagree",NA,NA
60,2021,"Q3","Colombia","venezuela","other","stay",0,0,"yes",1,"","",NA,"","Agree",1,NA
61,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"",0,"","",NA,"Agree","StronglyAgree",0,NA
62,2021,"Q3","Colombia","","","stay",0,0,"yes",1,"no","",NA,"Agree","Agree",1,NA
63,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"yes","no",NA,"StronglyAgree","Agree",0,NA
64,2021,"Q3","Colombia","venezuela","other","stay",0,0,"nointention",1,"","",NA,"","Disagree",NA,NA
65,2021,"Q3","Colombia","venezuela","other","stay",0,0,"",1,"","",NA,"Agree","Undecided",NA,NA
66,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",1,"yes","no",NA,"Disagree","Agree",1,NA
67,2021,"Q3","Colombia","venezuela","","relocate",0,0,"nointention",1,"no","",NA,"","Undecided",NA,NA
68,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"no","",NA,"","StronglyDisagree",NA,NA
69,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"no","",NA,"","StronglyAgree",0,NA
70,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"","",NA,"","Agree",0,NA
71,2021,"Q3","Colombia","venezuela","","stay",0,0,"",1,"yes","no",NA,"Disagree","Agree",0,NA
72,2021,"Q3","Colombia","venezuela","mixed","relocate",0,0,"",1,"","",NA,"","StronglyAgree",1,NA
73,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",1,"yes","no",NA,"Disagree","Agree",0,NA
74,2021,"Q3","Colombia","venezuela","mixed","relocate",0,0,"yes",1,"","",NA,"","Agree",0,NA
75,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"","",NA,"","Disagree",NA,NA
76,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"","",NA,"StronglyAgree","StronglyDisagree",NA,NA
77,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"yes","yes",NA,"StronglyAgree","Undecided",NA,NA
78,2021,"Q3","Colombia","","other","relocate",0,0,"",1,"yes","no",NA,"Agree","Undecided",NA,NA
79,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",1,"","",NA,"","Agree",0,NA
80,2021,"Q3","Colombia","venezuela","","stay",0,0,"",1,"","",NA,"","StronglyDisagree",NA,NA
81,2021,"Q3","Colombia","venezuela","other","stay",0,0,"",1,"no","",NA,"","Agree",1,NA
82,2021,"Q3","Colombia","venezuela","other","stay",0,0,"yes",1,"yes","yes",NA,"","Agree",0,NA
83,2021,"Q3","Colombia","venezuela","","dontknow",0,0,"yes",1,"","",NA,"Agree","Disagree",NA,NA
84,2021,"Q3","Colombia","venezuela","other","stay",0,0,"yes",1,"yes","no",NA,"","Agree",1,NA
85,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"yes","yes",NA,"Undecided","Agree",0,NA
86,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",0,"","",NA,"StronglyAgree","StronglyAgree",0,NA
87,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"no","",NA,"StronglyAgree","StronglyAgree",1,NA
88,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"yes","no",NA,"","Disagree",NA,NA
89,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",1,"","",NA,"Agree","Agree",0,NA
90,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"","",NA,"Undecided","Agree",1,NA
91,2021,"Q3","Colombia","venezuela","","stay",0,0,"",0,"yes","no",NA,"Agree","StronglyAgree",0,NA
92,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"yes","yes",NA,"","StronglyAgree",0,NA
93,2021,"Q3","Colombia","venezuela","other","stay",0,0,"",1,"yes","no",NA,"","StronglyAgree",1,NA
94,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"yes","no",NA,"","Agree",0,NA
95,2021,"Q3","Colombia","","other","stay",0,0,"",1,"no","",NA,"","StronglyAgree",1,NA
96,2021,"Q3","Colombia","venezuela","other","stay",0,0,"yes",1,"","",NA,"Agree","Agree",1,NA
97,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",1,"","",NA,"","Disagree",NA,NA
98,2021,"Q3","Colombia","venezuela","other","stay",0,0,"nointention",1,"yes","yes",NA,"Agree","Agree",0,NA
99,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"","",NA,"Agree","Agree",1,NA
100,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"no","",NA,"","StronglyAgree",1,NA
101,2021,"Q3","Colombia","","","stay",0,0,"",1,"yes","yes",NA,"Agree","Agree",1,NA
102,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"","",NA,"StronglyAgree","Agree",1,NA
103,2021,"Q3","Colombia","venezuela","other","dontknow",0,0,"",0,"yes","no",NA,"","StronglyAgree",1,NA
104,2021,"Q3","Colombia","venezuela","","stay",0,0,"",1,"yes","no",NA,"Undecided","StronglyAgree",1,NA
105,2021,"Q3","Colombia","venezuela","other","stay",0,0,"",1,"","",NA,"Agree","StronglyAgree",1,NA
106,2021,"Q3","Colombia","venezuela","other","stay",0,0,"nointention",1,"yes","no",NA,"Agree","Disagree",NA,NA
107,2021,"Q3","Colombia","venezuela","other","stay",0,0,"nointention",1,"yes","no",NA,"","Undecided",NA,NA
108,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"","",NA,"Agree","Agree",1,NA
109,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"yes","yes",NA,"Agree","Agree",1,NA
110,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"","",NA,"Agree","Agree",0,NA
111,2021,"Q3","Colombia","venezuela","mixed","relocate",0,0,"nointention",1,"","",NA,"","Agree",0,NA
112,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"yes","no",NA,"","StronglyAgree",0,NA
113,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",1,"yes","no",NA,"Agree","Undecided",NA,NA
114,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"no","",NA,"","Agree",0,NA
115,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"","",NA,"Agree","Disagree",NA,NA
116,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"yes","no",NA,"","Agree",1,NA
117,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",0,"","",NA,"Agree","StronglyDisagree",NA,NA
118,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",0,"yes","no",NA,"","Agree",1,NA
119,2021,"Q3","Colombia","venezuela","other","stay",0,0,"nointention",1,"","",NA,"","Disagree",NA,NA
120,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"",0,"","",NA,"Agree","Agree",1,NA
121,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"yes","no",NA,"StronglyAgree","StronglyAgree",1,NA
122,2021,"Q3","Colombia","","","stay",0,0,"nointention",1,"","",NA,"Agree","Agree",1,NA
123,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"yes","yes",NA,"Agree","Agree",1,NA
124,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"no","",NA,"Agree","Agree",0,NA
125,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"",1,"","",NA,"","Agree",0,NA
126,2021,"Q3","Colombia","venezuela","other","dontknow",0,0,"",1,"yes","no",NA,"","Agree",1,NA
127,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",1,"","",NA,"StronglyAgree","StronglyAgree",0,NA
128,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",1,"yes","yes",NA,"Agree","StronglyAgree",1,NA
129,2021,"Q3","Colombia","","","stay",0,0,"nointention",1,"yes","no",NA,"Agree","Agree",1,NA
130,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"","",NA,"","StronglyDisagree",NA,NA
131,2021,"Q3","Colombia","venezuela","","relocate",0,0,"nointention",1,"yes","yes",NA,"","StronglyDisagree",NA,NA
132,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"",1,"no","",NA,"Agree","StronglyAgree",1,NA
133,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"no","",NA,"Agree","Agree",0,NA
134,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",1,"yes","no",NA,"Agree","StronglyAgree",1,NA
135,2021,"Q3","Colombia","venezuela","mixed","relocate",0,0,"nointention",0,"","",NA,"","StronglyAgree",0,NA
136,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"yes","no",NA,"Agree","Undecided",NA,NA
137,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"yes","yes",NA,"Agree","StronglyDisagree",NA,NA
138,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",1,"yes","yes",NA,"StronglyAgree","StronglyAgree",1,NA
139,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"","",NA,"","StronglyDisagree",NA,NA
140,2021,"Q3","Colombia","venezuela","other","stay",0,0,"",1,"no","",NA,"","StronglyAgree",1,NA
141,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",1,"yes","no",NA,"Agree","Undecided",NA,NA
142,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",1,"","",NA,"","Agree",0,NA
143,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"","",NA,"StronglyAgree","Undecided",NA,NA
144,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"no","",NA,"","StronglyAgree",0,NA
145,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"yes","dontknow",NA,"","Undecided",NA,NA
146,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"yes","yes",NA,"Agree","Disagree",NA,NA
147,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"",1,"yes","no",NA,"","StronglyAgree",1,NA
148,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"yes","yes",NA,"","Undecided",NA,NA
149,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",0,"","",NA,"","StronglyAgree",1,NA
150,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"yes","no",NA,"Agree","Agree",1,NA
151,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"yes","yes",NA,"","StronglyAgree",1,NA
152,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"yes","no",NA,"Agree","Undecided",NA,NA
153,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"","",NA,"Agree","Disagree",NA,NA
154,2021,"Q3","Colombia","venezuela","","stay",0,0,"",1,"yes","dontknow",NA,"StronglyAgree","Agree",0,NA
155,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",0,"","",NA,"StronglyAgree","StronglyAgree",0,NA
156,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"yes","no",NA,"","Disagree",NA,NA
157,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",0,"","",NA,"StronglyAgree","StronglyAgree",1,NA
158,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"no","",NA,"Agree","Disagree",NA,NA
159,2021,"Q3","Colombia","venezuela","other","stay",0,0,"yes",0,"yes","no",NA,"Agree","Disagree",NA,NA
160,2021,"Q3","Colombia","venezuela","","stay",0,0,"",0,"yes","yes",NA,"StronglyAgree","StronglyAgree",1,NA
161,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",1,"yes","no",NA,"","StronglyDisagree",NA,NA
162,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"","",NA,"","Agree",1,NA
163,2021,"Q3","Colombia","venezuela","other","stay",0,0,"nointention",1,"no","",NA,"","Agree",1,NA
164,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"yes","no",NA,"","Agree",1,NA
165,2021,"Q3","Colombia","venezuela","","dontknow",0,0,"yes",1,"yes","no",NA,"","StronglyAgree",1,NA
166,2021,"Q3","Colombia","","other","stay",0,0,"nointention",1,"","",NA,"Agree","StronglyAgree",1,NA
167,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"yes","yes",NA,"Disagree","Agree",0,NA
168,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"","",NA,"","Agree",1,NA
169,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"yes","no",NA,"Agree","Undecided",NA,NA
170,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"yes","no",NA,"StronglyAgree","Agree",1,NA
171,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"",1,"","",NA,"","Disagree",NA,NA
172,2021,"Q3","Colombia","venezuela","other","relocate",0,0,"",1,"yes","no",NA,"","Agree",0,NA
173,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"yes","yes",NA,"Undecided","Agree",1,NA
174,2021,"Q3","Colombia","venezuela","","stay",0,0,"",1,"no","",NA,"","Agree",0,NA
175,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"","",NA,"StronglyAgree","Agree",1,NA
176,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"yes","no",NA,"StronglyAgree","Disagree",NA,NA
177,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",0,"yes","no",NA,"","StronglyAgree",0,NA
178,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"","",NA,"Agree","Agree",1,NA
179,2021,"Q3","Colombia","venezuela","other","stay",0,0,"yes",1,"no","",NA,"","Agree",1,NA
180,2021,"Q3","Colombia","venezuela","other","stay",0,0,"nointention",1,"yes","yes",NA,"","StronglyDisagree",NA,NA
181,2021,"Q3","Colombia","venezuela","other","stay",0,0,"yes",0,"yes","yes",NA,"StronglyAgree","Agree",1,NA
182,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",0,"","",NA,"StronglyAgree","Disagree",NA,NA
183,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"yes","no",NA,"","Agree",1,NA
184,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"",1,"yes","no",NA,"Agree","Agree",1,NA
185,2021,"Q3","Colombia","venezuela","","stay",0,0,"",1,"","",NA,"","Agree",0,NA
186,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"no","",NA,"","Disagree",NA,NA
187,2021,"Q3","Colombia","venezuela","","relocate",0,0,"nointention",1,"no","",NA,"Agree","Disagree",NA,NA
188,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"nointention",1,"yes","yes",NA,"Agree","Agree",1,NA
189,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"","",NA,"Agree","Agree",0,NA
190,2021,"Q3","Colombia","venezuela","other","stay",0,0,"nointention",1,"yes","yes",NA,"StronglyAgree","Agree",1,NA
191,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"yes","yes",NA,"Agree","StronglyAgree",1,NA
192,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",0,"","",NA,"","StronglyAgree",1,NA
193,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"yes","no",NA,"Agree","Agree",1,NA
194,2021,"Q3","Colombia","","mixed","stay",0,0,"yes",0,"","",NA,"StronglyAgree","StronglyAgree",1,NA
195,2021,"Q3","Colombia","venezuela","mixed","dontknow",0,0,"nointention",1,"","",NA,"Agree","StronglyAgree",1,NA
196,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"yes","yes",NA,"StronglyAgree","Undecided",NA,NA
197,2021,"Q3","Colombia","venezuela","other","stay",0,0,"",1,"","",NA,"","Agree",0,NA
198,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"","",NA,"Agree","Agree",0,NA
199,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"",1,"yes","no",NA,"","Agree",0,NA
200,2021,"Q3","Colombia","","","relocate",0,0,"nointention",1,"","",NA,"Undecided","Disagree",NA,NA
201,2021,"Q3","Colombia","venezuela","","stay",0,0,"",1,"","",NA,"","StronglyAgree",1,NA
202,2021,"Q3","Colombia","venezuela","other","stay",0,0,"yes",0,"yes","no",NA,"Disagree","Agree",1,NA
203,2021,"Q3","Colombia","","other","stay",0,0,"nointention",1,"","",NA,"StronglyAgree","StronglyAgree",1,NA
204,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",0,"","",NA,"","Disagree",NA,NA
205,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"yes","no",NA,"","StronglyDisagree",NA,NA
206,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",0,"","",NA,"","StronglyAgree",1,NA
207,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"yes","no",NA,"StronglyAgree","StronglyAgree",1,NA
208,2021,"Q3","Colombia","venezuela","other","stay",0,0,"nointention",0,"yes","no",NA,"","Agree",0,NA
209,2021,"Q3","Colombia","venezuela","","relocate",0,0,"nointention",0,"","",NA,"","StronglyAgree",1,NA
210,2021,"Q3","Colombia","","mixed","stay",0,0,"nointention",1,"","",NA,"","StronglyAgree",0,NA
211,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"yes","no",NA,"StronglyAgree","Disagree",NA,NA
212,2021,"Q3","Colombia","venezuela","other","stay",0,0,"yes",1,"","",NA,"StronglyAgree","Agree",1,NA
213,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"no","",NA,"Agree","Agree",1,NA
214,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",1,"no","",NA,"StronglyAgree","StronglyAgree",0,NA
215,2021,"Q3","Colombia","venezuela","","stay",0,0,"",0,"","",NA,"Undecided","Agree",1,NA
216,2021,"Q3","Colombia","venezuela","","stay",0,0,"",1,"yes","yes",NA,"Agree","Undecided",NA,NA
217,2021,"Q3","Colombia","","","stay",0,0,"nointention",1,"yes","yes",NA,"","StronglyAgree",0,NA
218,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"","",NA,"","StronglyAgree",1,NA
219,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"","",NA,"","Agree",0,NA
220,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",0,"yes","no",NA,"","Agree",1,NA
221,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"yes","yes",NA,"Agree","Agree",0,NA
222,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"no","",NA,"Agree","Agree",0,NA
223,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"","",NA,"StronglyAgree","Undecided",NA,NA
224,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"yes","no",NA,"Agree","Disagree",NA,NA
225,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"",1,"yes","no",NA,"StronglyAgree","StronglyDisagree",NA,NA
226,2021,"Q3","Colombia","venezuela","other","stay",0,0,"nointention",1,"yes","no",NA,"StronglyAgree","Agree",1,NA
227,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"","",NA,"Agree","Agree",1,NA
228,2021,"Q3","Colombia","venezuela","","stay",0,0,"yes",0,"","",NA,"","Agree",1,NA
229,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"yes","yes",NA,"","StronglyDisagree",NA,NA
230,2021,"Q3","Colombia","venezuela","","dontknow",0,0,"nointention",1,"no","",NA,"","Agree",0,NA
231,2021,"Q3","Colombia","venezuela","other","stay",0,0,"nointention",1,"yes","no",NA,"Agree","Agree",1,NA
232,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"yes","no",NA,"Agree","Agree",1,NA
233,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"","",NA,"Agree","Agree",0,NA
234,2021,"Q3","Colombia","venezuela","mixed","stay",0,0,"yes",1,"yes","no",NA,"","Agree",1,NA
235,2021,"Q3","Colombia","venezuela","","stay",0,0,"nointention",1,"","",NA,"StronglyAgree","StronglyAgree",1,NA
