Year,Quarter,CountryOfAsylum,Reason_notschool
2021,Q1Q2,Peru,Childwhynotschool_nomoney
2021,Q1Q2,Peru,Childwhynotschool_nomoney
2021,Q1Q2,Peru,Childwhynotschool_nomoney
2021,Q1Q2,Peru,Childwhynotschool_nomoney
2021,Q1Q2,Peru,Childwhynotschool_nomoney
2021,Q1Q2,Peru,Childwhynotschool_nomoney
2021,Q1Q2,Peru,Childwhynotschool_nomoney
2021,Q1Q2,Peru,Childwhynotschool_nomoney
2021,Q1Q2,Peru,Childwhynotschool_nomoney
2021,Q1Q2,Peru,Childwhynotschool_nomoney
2021,Q1Q2,Peru,Childwhynotschool_nomoney
2021,Q1Q2,Peru,Childwhynotschool_nomoney
2021,Q1Q2,Peru,Childwhynotschool_nomoney
2021,Q1Q2,Peru,Childwhynotschool_nomoney
2021,Q1Q2,Peru,Childwhynotschool_nomoney
2021,Q1Q2,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q3,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_nomoney
2022,Q1,Peru,Childwhynotschool_nomoney
2022,Q1,Peru,Childwhynotschool_nomoney
2022,Q1,Peru,Childwhynotschool_nomoney
2022,Q1,Peru,Childwhynotschool_nomoney
2022,Q1,Peru,Childwhynotschool_nomoney
2022,Q1,Peru,Childwhynotschool_nomoney
2022,Q1,Peru,Childwhynotschool_nomoney
2022,Q1,Peru,Childwhynotschool_nomoney
2022,Q1,Peru,Childwhynotschool_nomoney
2022,Q1,Peru,Childwhynotschool_nomoney
2021,Q4,Peru,Childwhynotschool_failedschool
2021,Q4,Peru,Childwhynotschool_failedschool
2021,Q4,Peru,Childwhynotschool_failedschool
2021,Q4,Peru,Childwhynotschool_failedschool
2020,Q4,Peru,Childwhynotschool_childwork
2020,Q4,Peru,Childwhynotschool_childwork
2021,Q1Q2,Peru,Childwhynotschool_childwork
2021,Q1Q2,Peru,Childwhynotschool_childwork
2021,Q4,Peru,Childwhynotschool_childwork
2021,Q4,Peru,Childwhynotschool_childwork
2021,Q4,Peru,Childwhynotschool_childwork
2021,Q4,Peru,Childwhynotschool_childwork
2021,Q4,Peru,Childwhynotschool_childwork
2021,Q4,Peru,Childwhynotschool_childwork
2021,Q4,Peru,Childwhynotschool_childwork
2021,Q3,Peru,Childwhynotschool_fearschool
2021,Q3,Peru,Childwhynotschool_fearschool
2021,Q3,Peru,Childwhynotschool_fearschool
2021,Q3,Peru,Childwhynotschool_fearschool
2021,Q4,Peru,Childwhynotschool_fearschool
2021,Q4,Peru,Childwhynotschool_fearschool
2021,Q4,Peru,Childwhynotschool_fearschool
2021,Q4,Peru,Childwhynotschool_fearschool
2021,Q4,Peru,Childwhynotschool_fearschool
2021,Q1Q2,Peru,Childwhynotschool_disease
2021,Q1Q2,Peru,Childwhynotschool_disease
2021,Q1Q2,Peru,Childwhynotschool_disease
2021,Q4,Peru,Childwhynotschool_disease
2021,Q4,Peru,Childwhynotschool_disease
2021,Q4,Peru,Childwhynotschool_disease
2021,Q4,Peru,Childwhynotschool_disease
2021,Q4,Peru,Childwhynotschool_disease
2021,Q4,Peru,Childwhynotschool_disease
2021,Q4,Peru,Childwhynotschool_disease
2021,Q4,Peru,Childwhynotschool_disease
2021,Q4,Peru,Childwhynotschool_disease
2021,Q4,Peru,Childwhynotschool_disease
2020,Q4,Peru,Childwhynotschool_disability
2020,Q4,Peru,Childwhynotschool_disability
2020,Q4,Peru,Childwhynotschool_disability
2021,Q1Q2,Peru,Childwhynotschool_disability
2021,Q1Q2,Peru,Childwhynotschool_disability
2021,Q1Q2,Peru,Childwhynotschool_disability
2021,Q1Q2,Peru,Childwhynotschool_disability
2021,Q3,Peru,Childwhynotschool_disability
2021,Q3,Peru,Childwhynotschool_disability
2021,Q3,Peru,Childwhynotschool_disability
2021,Q3,Peru,Childwhynotschool_disability
2021,Q3,Peru,Childwhynotschool_disability
2021,Q3,Peru,Childwhynotschool_disability
2021,Q3,Peru,Childwhynotschool_disability
2021,Q3,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2021,Q4,Peru,Childwhynotschool_disability
2022,Q1,Peru,Childwhynotschool_disability
2022,Q1,Peru,Childwhynotschool_disability
2021,Q1Q2,Peru,Childwhynotschool_helphome
2021,Q1Q2,Peru,Childwhynotschool_helphome
2021,Q4,Peru,Childwhynotschool_helphome
2021,Q4,Peru,Childwhynotschool_helphome
2021,Q4,Peru,Childwhynotschool_helphome
2021,Q4,Peru,Childwhynotschool_helphome
2021,Q4,Peru,Childwhynotschool_helphome
2021,Q4,Peru,Childwhynotschool_helphome
2021,Q4,Peru,Childwhynotschool_helphome
2021,Q4,Peru,Childwhynotschool_helphome
2021,Q4,Peru,Childwhynotschool_helphome
2021,Q4,Peru,Childwhynotschool_helphome
2021,Q4,Peru,Childwhynotschool_helphome
2021,Q3,Peru,Childwhynotschool_familynot
2021,Q4,Peru,Childwhynotschool_familynot
2020,Q4,Peru,Childwhynotschool_noschools
2021,Q1Q2,Peru,Childwhynotschool_noschools
2021,Q3,Peru,Childwhynotschool_noschools
2021,Q4,Peru,Childwhynotschool_noschools
2021,Q4,Peru,Childwhynotschool_noschools
2021,Q4,Peru,Childwhynotschool_noschools
2021,Q4,Peru,Childwhynotschool_noschools
2021,Q4,Peru,Childwhynotschool_noschools
2021,Q3,Peru,Childwhynotschool_nointerest
2021,Q4,Peru,Childwhynotschool_nointerest
2021,Q4,Peru,Childwhynotschool_nointerest
2020,Q4,Peru,Childwhynotschool_pregnancy
2020,Q4,Peru,Childwhynotschool_pregnancy
2021,Q1Q2,Peru,Childwhynotschool_pregnancy
2021,Q4,Peru,Childwhynotschool_pregnancy
2021,Q4,Peru,Childwhynotschool_pregnancy
2020,Q4,Peru,Childwhynotschool_nospot
2020,Q4,Peru,Childwhynotschool_nospot
2020,Q4,Peru,Childwhynotschool_nospot
2020,Q4,Peru,Childwhynotschool_nospot
2020,Q4,Peru,Childwhynotschool_nospot
2020,Q4,Peru,Childwhynotschool_nospot
2020,Q4,Peru,Childwhynotschool_nospot
2020,Q4,Peru,Childwhynotschool_nospot
2020,Q4,Peru,Childwhynotschool_nospot
2020,Q4,Peru,Childwhynotschool_nospot
2020,Q4,Peru,Childwhynotschool_nospot
2020,Q4,Peru,Childwhynotschool_nospot
2020,Q4,Peru,Childwhynotschool_nospot
2020,Q4,Peru,Childwhynotschool_nospot
2020,Q4,Peru,Childwhynotschool_nospot
2020,Q4,Peru,Childwhynotschool_nospot
2020,Q4,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q1Q2,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
